who,date,migrt,chess_x,chess_y
35135545,20190401,20190707,40,57
35135545,20190501,20190707,42,55
35135545,20190101,20190707,43,56
35135545,20190901,20190707,76,23
35135899,20190301,20190805,89,45
35135899,20190701,20190805,89,44
35135899,20191101,20190805,71,48
35135899,20191201,20190805,71,48
35135899,20190901,20190805,71,48
35135899,20190101,20190805,90,44
35135899,20190501,20190805,90,44
35135899,20190801,20190805,70,46
35135899,20190401,20190805,89,43
35135899,20190201,20190805,89,44
35135899,20190601,20190805,90,44
35135899,20191001,20190805,72,47
35137891,20190401,20190708,88,61
35137891,20190801,20190708,91,81
35137891,20191201,20190708,92,79
35137891,20190901,20190708,90,79
35137891,20190501,20190708,92,60
35137891,20190101,20190708,88,60
35137891,20191001,20190708,90,79
35137891,20190601,20190708,87,63
35137891,20190201,20190708,88,61
35137891,20190301,20190708,90,61
35137891,20190701,20190708,91,81
35137891,20191101,20190708,92,79
35143933,20190301,20190704,69,37
35143933,20190901,20190704,63,62
35143933,20190701,20190704,63,62
35143933,20190101,20190704,70,37
35143933,20191101,20190704,62,62
35143933,20190501,20190704,69,37
35143933,20190801,20190704,63,62
35143933,20191201,20190704,62,62
35143933,20190401,20190704,69,37
35143933,20191001,20190704,63,62
35143933,20190601,20190704,69,38
35143933,20190201,20190704,70,37
35156439,20191101,20190719,118,45
35156439,20190801,20190719,118,45
35156439,20190301,20190719,75,25
35156439,20190701,20190719,73,26
35156439,20191201,20190719,119,46
35156439,20190401,20190719,75,25
35156439,20191001,20190719,117,45
35156439,20190601,20190719,75,27
35156439,20190201,20190719,75,27
35156439,20190901,20190719,117,45
35156439,20190501,20190719,75,27
35156439,20190101,20190719,75,26
35160149,20191001,20190622,13,131
35160149,20190601,20190622,25,121
35160149,20190801,20190622,13,130
35160149,20191201,20190622,13,131
35160149,20190401,20190622,25,122
35160149,20190901,20190622,14,129
35160149,20190501,20190622,25,122
35160149,20190101,20190622,26,122
35160149,20190301,20190622,25,122
35160149,20191101,20190622,14,130
35160149,20190701,20190622,13,130
35160149,20190201,20190622,25,122
35164987,20190501,20190701,112,136
35164987,20190801,20190701,225,152
35164987,20190401,20190701,112,136
35164987,20190101,20190701,112,136
35164987,20190201,20190701,113,137
35164987,20190601,20190701,112,136
35164987,20190301,20190701,112,136
35164987,20190701,20190701,225,152
35164987,20190901,20190701,225,152
35167263,20190601,20190803,157,54
35167263,20190301,20190803,157,55
35167263,20191101,20190803,80,45
35167263,20190701,20190803,157,54
35167263,20191201,20190803,82,45
35167263,20190801,20190803,85,46
35167263,20190401,20190803,156,54
35167263,20190201,20190803,157,55
35167263,20190101,20190803,157,54
35167263,20190901,20190803,80,45
35167263,20190501,20190803,157,54
35167263,20191001,20190803,80,45
35222291,20190601,20190601,64,45
35222291,20190301,20190601,49,59
35222291,20190701,20190601,64,45
35222291,20190701,20190601,64,45
35222291,20191101,20190601,63,42
35222291,20190901,20190601,63,43
35222291,20190101,20190601,49,58
35222291,20190501,20190601,49,59
35222291,20190201,20190601,49,58
35222291,20190801,20190601,63,44
35222291,20190401,20190601,48,59
35222291,20191201,20190601,63,41
35222291,20191001,20190601,63,43
35223003,20190601,20190601,163,78
35223003,20190201,20190601,144,45
35223003,20190301,20190601,144,45
35223003,20190701,20190601,163,78
35223003,20191101,20190601,163,78
35223003,20190501,20190601,145,45
35223003,20190101,20190601,144,45
35223003,20190401,20190601,145,44
35223003,20190801,20190601,163,78
35223003,20190901,20190601,163,78
35223003,20191201,20190601,162,78
35223003,20191001,20190601,162,78
35225439,20191101,20190801,154,58
35225439,20190401,20190801,56,51
35225439,20191201,20190801,154,58
35225439,20190501,20190801,56,52
35225439,20190101,20190801,57,51
35225439,20190201,20190801,56,52
35225439,20190601,20190801,56,52
35225439,20190301,20190801,56,52
35225439,20190701,20190801,56,53
35239701,20190401,20190801,216,109
35239701,20190101,20190801,217,109
35239701,20190301,20190801,217,109
35239701,20190701,20190801,217,110
35239701,20191101,20190801,246,106
35239701,20191201,20190801,247,106
35239701,20191001,20190801,246,107
35239701,20190201,20190801,217,109
35239701,20190601,20190801,217,110
35239701,20190901,20190801,246,106
35239701,20190501,20190801,217,109
35239701,20190801,20190801,246,104
35239973,20191001,20190630,67,139
35239973,20190101,20190630,79,104
35239973,20190901,20190630,68,138
35239973,20190801,20190630,66,140
35239973,20190501,20190630,78,105
35239973,20190601,20190630,78,106
35239973,20190201,20190630,81,105
35239973,20190401,20190630,82,105
35239973,20191201,20190630,65,141
35239973,20190301,20190630,79,105
35239973,20190701,20190630,67,138
35239973,20191101,20190630,66,139
35247457,20190601,20190706,71,37
35247457,20191101,20190706,252,132
35247457,20190701,20190706,71,38
35247457,20190301,20190706,72,38
35247457,20191001,20190706,253,133
35247457,20190201,20190706,71,37
35247457,20190801,20190706,251,132
35247457,20190401,20190706,71,37
35247457,20191201,20190706,253,135
35247457,20190901,20190706,251,131
35247457,20190101,20190706,73,37
35247457,20190501,20190706,77,38
35252395,20190701,20190813,27,115
35252395,20190301,20190813,28,114
35252395,20191101,20190813,44,158
35252395,20190801,20190813,44,158
35252395,20190401,20190813,28,114
35252395,20190901,20190813,44,158
35252395,20190501,20190813,28,114
35252395,20190101,20190813,29,113
35252395,20191201,20190813,44,158
35252395,20191001,20190813,44,158
35252395,20190201,20190813,28,113
35252395,20190601,20190813,29,114
35252849,20191101,20190606,82,46
35252849,20190501,20190606,126,52
35252849,20190101,20190606,127,53
35252849,20190901,20190606,82,45
35252849,20190301,20190606,125,52
35252849,20190701,20190606,82,44
35252849,20191001,20190606,82,45
35252849,20190601,20190606,125,52
35252849,20190201,20190606,125,52
35252849,20190401,20190606,126,52
35252849,20190801,20190606,85,44
35259157,20190301,20190504,49,152
35259157,20190701,20190504,68,123
35259157,20191101,20190504,69,124
35259157,20190901,20190504,69,123
35259157,20190501,20190504,49,152
35259157,20190101,20190504,49,151
35259157,20190201,20190504,49,153
35259157,20190601,20190504,69,123
35259157,20191001,20190504,69,124
35259157,20190801,20190504,69,123
35259157,20190401,20190504,49,152
35259157,20191201,20190504,69,124
35263837,20190801,20190729,112,126
35263837,20190201,20190729,149,82
35263837,20191001,20190729,111,125
35263837,20190601,20190729,152,80
35263837,20190401,20190729,153,80
35263837,20191201,20190729,112,127
35263837,20190701,20190729,152,80
35263837,20190301,20190729,149,81
35263837,20191101,20190729,113,127
35263837,20190901,20190729,112,126
35263837,20190501,20190729,152,79
35263837,20190101,20190729,149,82
35272921,20190101,20190628,109,82
35272921,20190901,20190628,68,48
35272921,20190501,20190628,114,76
35272921,20190301,20190628,110,80
35272921,20190701,20190628,67,52
35272921,20191101,20190628,68,48
35272921,20190801,20190628,68,51
35272921,20190401,20190628,109,82
35272921,20191201,20190628,67,49
35272921,20191001,20190628,69,46
35272921,20190201,20190628,108,81
35272921,20190601,20190628,113,77
35273063,20190301,20190801,88,43
35273063,20191101,20190801,118,67
35273063,20190701,20190801,88,43
35273063,20190201,20190801,89,44
35273063,20191001,20190801,119,68
35273063,20190601,20190801,88,42
35273063,20190101,20190801,88,44
35273063,20190901,20190801,115,70
35273063,20190501,20190801,88,42
35273063,20190401,20190801,89,44
35273063,20190801,20190801,115,70
35273063,20191201,20190801,117,67
35276195,20191101,20190630,109,129
35276195,20191001,20190630,109,129
35276195,20190601,20190630,44,160
35276195,20190201,20190630,45,160
35276195,20190101,20190630,45,161
35276195,20190501,20190630,44,159
35276195,20190901,20190630,110,130
35276195,20190401,20190630,43,160
35276195,20190801,20190630,110,130
35276195,20191201,20190630,109,129
35276195,20190301,20190630,45,162
35276195,20190701,20190630,110,130
35283945,20191001,20190617,59,121
35283945,20190601,20190617,121,113
35283945,20190801,20190617,60,121
35283945,20190401,20190617,122,112
35283945,20191201,20190617,59,121
35283945,20190201,20190617,122,112
35283945,20190901,20190617,60,121
35283945,20190501,20190617,122,112
35283945,20190101,20190617,122,112
35283945,20190301,20190617,122,112
35283945,20191101,20190617,59,121
35283945,20190701,20190617,60,121
35288109,20191101,20190703,114,118
35288109,20190701,20190703,115,119
35288109,20190301,20190703,159,112
35288109,20191201,20190703,114,119
35288109,20190801,20190703,115,119
35288109,20190401,20190703,158,112
35288109,20190601,20190703,159,112
35288109,20190201,20190703,158,112
35288109,20191001,20190703,114,118
35288109,20190101,20190703,158,112
35288109,20190501,20190703,158,113
35288109,20190901,20190703,115,119
35288949,20190601,20190707,227,101
35288949,20191001,20190707,216,113
35288949,20190101,20190707,225,102
35288949,20190901,20190707,216,113
35288949,20190501,20190707,226,102
35288949,20191101,20190707,216,113
35288949,20190701,20190707,216,113
35288949,20190301,20190707,226,102
35288949,20190801,20190707,216,112
35288949,20190401,20190707,227,102
35288949,20191201,20190707,216,113
35288949,20190201,20190707,226,102
35291417,20190801,20190601,72,105
35291417,20190201,20190601,23,118
35291417,20191001,20190601,72,106
35291417,20191101,20190601,73,106
35291417,20190301,20190601,23,118
35291417,20190701,20190601,72,105
35291417,20190601,20190601,72,105
35291417,20190101,20190601,23,117
35291417,20190501,20190601,22,118
35291417,20190901,20190601,72,106
35291417,20191201,20190601,74,107
35291417,20190401,20190601,23,118
35314211,20190601,20190715,98,108
35314211,20191001,20190715,105,126
35314211,20190201,20190715,98,108
35314211,20190301,20190715,98,108
35314211,20190701,20190715,106,126
35314211,20191101,20190715,105,126
35314211,20191201,20190715,106,126
35314211,20190401,20190715,98,107
35314211,20190801,20190715,106,125
35314211,20190501,20190715,98,108
35314211,20190901,20190715,106,126
35314211,20190101,20190715,98,108
35355587,20191101,20190608,120,34
35355587,20191001,20190608,120,34
35355587,20190601,20190608,120,35
35355587,20190801,20190608,120,35
35355587,20190401,20190608,159,47
35355587,20191201,20190608,120,35
35355587,20190101,20190608,160,47
35355587,20190501,20190608,159,47
35355587,20190901,20190608,120,35
35355587,20190201,20190608,159,47
35355587,20190301,20190608,159,47
35355587,20190701,20190608,120,35
35380001,20191101,20190803,37,64
35380001,20190101,20190803,117,53
35380001,20190901,20190803,37,64
35380001,20190501,20190803,118,54
35380001,20190601,20190803,117,54
35380001,20190201,20190803,118,54
35380001,20191001,20190803,37,64
35380001,20190801,20190803,37,64
35380001,20191201,20190803,37,64
35380001,20190401,20190803,115,52
35380001,20190701,20190803,116,53
35380001,20190301,20190803,116,53
35382143,20190101,20190501,48,57
35382143,20190201,20190501,47,56
35382143,20190601,20190501,35,73
35382143,20191001,20190501,35,71
35382143,20190401,20190501,48,56
35382143,20191201,20190501,35,72
35382143,20190801,20190501,34,71
35382143,20190301,20190501,48,56
35382143,20190701,20190501,35,73
35382143,20191101,20190501,34,72
35382143,20190501,20190501,48,56
35382143,20190901,20190501,35,70
35401357,20190501,20190706,118,77
35401357,20190201,20190706,119,76
35401357,20191001,20190706,106,42
35401357,20190601,20190706,118,77
35401357,20191201,20190706,106,42
35401357,20190801,20190706,106,42
35401357,20190401,20190706,117,77
35401357,20190101,20190706,117,78
35401357,20190901,20190706,106,42
35401357,20190301,20190706,117,79
35401357,20191101,20190706,106,42
35401357,20190701,20190706,115,82
35407673,20191001,20190701,106,128
35407673,20190601,20190701,121,98
35407673,20190201,20190701,121,98
35407673,20190901,20190701,104,129
35407673,20190101,20190701,121,98
35407673,20191101,20190701,101,129
35407673,20190301,20190701,121,98
35407673,20190501,20190701,119,99
35407673,20190401,20190701,119,99
35407673,20191201,20190701,101,129
35410667,20190901,20190801,111,102
35410667,20190201,20190801,88,64
35410667,20190601,20190801,91,65
35410667,20191001,20190801,110,101
35410667,20191101,20190801,110,101
35410667,20190301,20190801,92,65
35410667,20190701,20190801,87,63
35410667,20190401,20190801,92,65
35410667,20190401,20190801,92,65
35410667,20190801,20190801,111,102
35410667,20191201,20190801,110,101
35410667,20190101,20190801,89,62
35410667,20190501,20190801,92,65
35425695,20190501,20190701,76,104
35425695,20190401,20190701,76,103
35425695,20190301,20190701,76,104
35425695,20190701,20190701,58,102
35425695,20190601,20190701,76,104
35425695,20190201,20190701,75,104
35425695,20190101,20190701,76,103
35427185,20190601,20190630,110,93
35427185,20190901,20190630,38,69
35427185,20190501,20190630,110,93
35427185,20190101,20190630,107,92
35427185,20191101,20190630,37,69
35427185,20190701,20190630,37,69
35427185,20190301,20190630,109,93
35427185,20190201,20190630,106,92
35427185,20190401,20190630,110,93
35427185,20191201,20190630,37,69
35427185,20190801,20190630,37,69
35427185,20191001,20190630,37,69
35435521,20190301,20190502,59,51
35435521,20191101,20190502,37,64
35435521,20190701,20190502,37,64
35435521,20190501,20190502,58,51
35435521,20190101,20190502,59,51
35435521,20190901,20190502,36,64
35435521,20191001,20190502,37,64
35435521,20190201,20190502,58,50
35435521,20190601,20190502,37,64
35435521,20190801,20190502,37,64
35435521,20191201,20190502,37,64
35435521,20190401,20190502,58,50
35436895,20190601,20190601,144,50
35436895,20191201,20190601,131,78
35436895,20190401,20190601,144,50
35436895,20190801,20190601,131,78
35436895,20191101,20190601,131,78
35436895,20190701,20190601,131,78
35436895,20190301,20190601,144,50
35436895,20190901,20190601,131,78
35436895,20190101,20190601,145,50
35436895,20190501,20190601,144,50
35436895,20191001,20190601,131,78
35436895,20190201,20190601,144,50
35453735,20190501,20190518,122,36
35453735,20190901,20190518,70,36
35453735,20190301,20190518,122,36
35453735,20190401,20190518,122,35
35453735,20190801,20190518,70,35
35453735,20191201,20190518,70,36
35453735,20191101,20190518,70,36
35453735,20190701,20190518,71,36
35453735,20190201,20190518,122,36
35453735,20190601,20190518,70,35
35453735,20191001,20190518,70,36
35453735,20190101,20190518,122,36
35456899,20191101,20190806,235,104
35456899,20190901,20190806,236,103
35456899,20190501,20190806,48,61
35456899,20190101,20190806,48,61
35456899,20191201,20190806,235,105
35456899,20190401,20190806,48,61
35456899,20190801,20190806,237,104
35456899,20190601,20190806,48,60
35456899,20190701,20190806,48,60
35456899,20190301,20190806,48,61
35456899,20191001,20190806,236,103
35456899,20190201,20190806,48,60
35468757,20190301,20190704,33,145
35468757,20190401,20190704,33,145
35468757,20190801,20190704,42,126
35468757,20191201,20190704,41,127
35468757,20190701,20190704,42,126
35468757,20190601,20190704,33,145
35468757,20190201,20190704,33,145
35468757,20191001,20190704,41,127
35468757,20190101,20190704,33,145
35468757,20190501,20190704,33,145
35468757,20190901,20190704,42,127
35468757,20191101,20190704,42,127
35471963,20190301,20190702,132,93
35471963,20190101,20190702,132,93
35471963,20190501,20190702,133,93
35471963,20190901,20190702,209,120
35471963,20191201,20190702,212,121
35471963,20190801,20190702,208,120
35471963,20190401,20190702,132,93
35471963,20190701,20190702,209,120
35471963,20190201,20190702,132,93
35471963,20190601,20190702,132,93
35471963,20191001,20190702,216,121
35471963,20191101,20190702,213,120
35484305,20190501,20190519,125,58
35484305,20190901,20190519,66,42
35484305,20190101,20190519,125,57
35484305,20191001,20190519,66,42
35484305,20190601,20190519,67,43
35484305,20190401,20190519,125,58
35484305,20190801,20190519,67,42
35484305,20191201,20190519,67,41
35484305,20190701,20190519,66,42
35484305,20191101,20190519,66,42
35484305,20190301,20190519,125,57
35484305,20190201,20190519,124,56
35492753,20190401,20190602,108,137
35492753,20190801,20190602,64,92
35492753,20190101,20190602,108,136
35492753,20190501,20190602,108,137
35492753,20190901,20190602,64,93
35492753,20190301,20190602,108,137
35492753,20190701,20190602,64,93
35492753,20191001,20190602,64,93
35492753,20190601,20190602,64,95
35492753,20190201,20190602,108,137
35526873,20190401,20190619,104,44
35526873,20191001,20190619,163,79
35526873,20190601,20190619,163,79
35526873,20190901,20190619,162,80
35526873,20190501,20190619,104,46
35526873,20190101,20190619,102,44
35526873,20190301,20190619,103,44
35526873,20191101,20190619,163,80
35526873,20190701,20190619,162,80
35526873,20190201,20190619,102,44
35526873,20191201,20190619,163,79
35526873,20190801,20190619,163,79
35546421,20190901,20190502,69,22
35546421,20190501,20190502,117,32
35546421,20190101,20190502,117,32
35546421,20191101,20190502,70,22
35546421,20190301,20190502,117,32
35546421,20190701,20190502,68,22
35546421,20191001,20190502,66,22
35546421,20190601,20190502,65,23
35546421,20190201,20190502,117,32
35546421,20190401,20190502,118,32
35546421,20190801,20190502,67,22
35546421,20191201,20190502,69,22
35551723,20190501,20190726,152,70
35551723,20191001,20190726,164,47
35551723,20190601,20190726,153,71
35551723,20190201,20190726,152,70
35551723,20190901,20190726,161,46
35551723,20190401,20190726,152,70
35551723,20190801,20190726,162,45
35551723,20191201,20190726,162,47
35551723,20190101,20190726,152,70
35551723,20190301,20190726,154,72
35551723,20190701,20190726,154,72
35551723,20191101,20190726,162,47
35553189,20190101,20190608,61,128
35553189,20190501,20190608,58,125
35553189,20190901,20190608,56,154
35553189,20191101,20190608,57,153
35553189,20190701,20190608,57,153
35553189,20190301,20190608,62,128
35553189,20190401,20190608,62,128
35553189,20190801,20190608,56,153
35553189,20191201,20190608,54,153
35553189,20191001,20190608,59,153
35553189,20190201,20190608,61,128
35553189,20190601,20190608,57,153
35556081,20190801,20190601,40,126
35556081,20191201,20190601,39,126
35556081,20191001,20190601,40,126
35556081,20190601,20190601,40,126
35556081,20190201,20190601,22,116
35556081,20190901,20190601,41,126
35556081,20190501,20190601,17,114
35556081,20190101,20190601,22,117
35556081,20191101,20190601,39,126
35556081,20190701,20190601,44,128
35556081,20190301,20190601,20,116
35556081,20190401,20190601,22,117
35572545,20190101,20190806,54,151
35572545,20190501,20190806,54,151
35572545,20190901,20190806,45,84
35572545,20191001,20190806,44,88
35572545,20190201,20190806,54,151
35572545,20190701,20190806,54,151
35572545,20191101,20190806,44,87
35572545,20190301,20190806,54,151
35572545,20191201,20190806,44,88
35572545,20190801,20190806,45,84
35572545,20190401,20190806,54,151
35572545,20190601,20190806,53,151
35574549,20190301,20190601,13,122
35574549,20190701,20190601,35,126
35574549,20190201,20190601,13,122
35574549,20190601,20190601,32,127
35574549,20191001,20190601,34,125
35574549,20190501,20190601,12,122
35574549,20190101,20190601,13,122
35574549,20191201,20190601,34,124
35574549,20190801,20190601,34,126
35574549,20190401,20190601,12,122
35574549,20191101,20190601,35,124
35574549,20190901,20190601,33,125
35580151,20191001,20190508,183,91
35580151,20190201,20190508,195,114
35580151,20190401,20190508,194,115
35580151,20190301,20190508,194,115
35580151,20190701,20190508,184,91
35580151,20191101,20190508,184,91
35580151,20190601,20190508,182,92
35580151,20191201,20190508,184,90
35580151,20190801,20190508,183,91
35580151,20190101,20190508,195,114
35580151,20190901,20190508,184,90
35580151,20190501,20190508,194,116
35580901,20190901,20190603,121,29
35580901,20190601,20190603,121,28
35580901,20191001,20190603,119,28
35580901,20190201,20190603,69,19
35580901,20190401,20190603,69,19
35580901,20190801,20190603,119,29
35580901,20191201,20190603,119,29
35580901,20190101,20190603,69,19
35580901,20190501,20190603,69,19
35580901,20190701,20190603,119,30
35580901,20190301,20190603,69,19
35580901,20191101,20190603,119,28
35583565,20191201,20190707,117,33
35583565,20190401,20190707,140,43
35583565,20190201,20190707,142,42
35583565,20190601,20190707,144,42
35583565,20191001,20190707,117,34
35583565,20190801,20190707,118,34
35583565,20191101,20190707,117,33
35583565,20190701,20190707,118,33
35583565,20190301,20190707,142,42
35583565,20190101,20190707,142,42
35583565,20190501,20190707,144,42
35583565,20190901,20190707,118,34
35584729,20190401,20190804,111,37
35584729,20190101,20190804,111,37
35584729,20190501,20190804,111,37
35584729,20190901,20190804,68,36
35584729,20191201,20190804,67,40
35584729,20190801,20190804,68,36
35584729,20190601,20190804,111,37
35584729,20190201,20190804,111,37
35584729,20191001,20190804,68,37
35584729,20191101,20190804,68,37
35584729,20190301,20190804,111,37
35584729,20190701,20190804,111,37
35584963,20190801,20190601,22,117
35584963,20191201,20190601,24,116
35584963,20190401,20190601,52,54
35584963,20190101,20190601,51,55
35584963,20190501,20190601,52,54
35584963,20190901,20190601,23,117
35584963,20190601,20190601,22,117
35584963,20190201,20190601,51,54
35584963,20191101,20190601,24,117
35584963,20190701,20190601,22,117
35584963,20190301,20190601,51,54
35584963,20191001,20190601,24,117
35586197,20190201,20190603,160,104
35586197,20191001,20190603,150,78
35586197,20190101,20190603,161,102
35586197,20190701,20190603,150,79
35586197,20191101,20190603,150,79
35586197,20190301,20190603,161,102
35586197,20190901,20190603,150,79
35586197,20190501,20190603,160,104
35586197,20190401,20190603,161,102
35586197,20190801,20190603,150,79
35586197,20191201,20190603,150,79
35586197,20190601,20190603,150,79
35591255,20191201,20190701,62,136
35591255,20190701,20190701,60,137
35591255,20191101,20190701,62,136
35591255,20190301,20190701,37,138
35591255,20190901,20190701,62,135
35591255,20190501,20190701,38,138
35591255,20190101,20190701,38,137
35591255,20190601,20190701,38,138
35591255,20190201,20190701,37,138
35591255,20191001,20190701,62,135
35591255,20190401,20190701,38,138
35591255,20190801,20190701,60,137
35596221,20190601,20190805,122,101
35596221,20190201,20190805,122,100
35596221,20190101,20190805,123,100
35596221,20191001,20190805,223,111
35596221,20190301,20190805,122,100
35596221,20191101,20190805,221,110
35596221,20190701,20190805,122,101
35596221,20190401,20190805,123,100
35596221,20191201,20190805,221,111
35596221,20190801,20190805,221,109
35596221,20190901,20190805,222,110
35596221,20190501,20190805,121,99
35596235,20190601,20190707,32,102
35596235,20190101,20190707,34,101
35596235,20190901,20190707,30,126
35596235,20191201,20190707,30,125
35596235,20190801,20190707,29,126
35596235,20190401,20190707,33,102
35596235,20191001,20190707,30,126
35596235,20190501,20190707,33,102
35596235,20190301,20190707,33,102
35596235,20191101,20190707,30,125
35596235,20190701,20190707,32,102
35596235,20190201,20190707,33,102
35597981,20190901,20190701,138,43
35597981,20190101,20190701,70,37
35597981,20190501,20190701,70,38
35597981,20190401,20190701,70,38
35597981,20191201,20190701,138,43
35597981,20190201,20190701,70,37
35597981,20190801,20190701,138,44
35597981,20190601,20190701,70,38
35597981,20191001,20190701,138,44
35597981,20191101,20190701,138,43
35597981,20190701,20190701,138,43
35597981,20190301,20190701,70,36
35598843,20190301,20190615,52,68
35598843,20190701,20190615,107,97
35598843,20191101,20190615,107,98
35598843,20191001,20190615,107,98
35598843,20190601,20190615,108,100
35598843,20190201,20190615,51,68
35598843,20190401,20190615,52,67
35598843,20190501,20190615,52,68
35598843,20190801,20190615,107,97
35598843,20190901,20190615,107,97
35598843,20190101,20190615,52,67
35598843,20191201,20190615,107,99
35607683,20190601,20190801,61,61
35607683,20191001,20190801,58,145
35607683,20190701,20190801,61,60
35607683,20191101,20190801,58,144
35607683,20190501,20190801,60,60
35607683,20190101,20190801,62,61
35607683,20190901,20190801,58,145
35607683,20191201,20190801,58,144
35607683,20190801,20190801,58,144
35607683,20190401,20190801,61,61
35607683,20190301,20190801,61,61
35607683,20190201,20190801,60,61
35607771,20191001,20190603,22,99
35607771,20191201,20190603,22,100
35607771,20190801,20190603,23,100
35607771,20190501,20190603,73,131
35607771,20191101,20190603,22,99
35607771,20190701,20190603,23,100
35607771,20190901,20190603,23,100
35607771,20190601,20190603,23,100
35618229,20190201,20190801,146,54
35618229,20191001,20190801,188,96
35618229,20190701,20190801,146,54
35618229,20190301,20190801,146,54
35618229,20191101,20190801,189,95
35618229,20190101,20190801,146,54
35618229,20190901,20190801,190,93
35618229,20190501,20190801,146,54
35618229,20191201,20190801,189,95
35618229,20190801,20190801,192,91
35618229,20190401,20190801,146,54
35618229,20190601,20190801,146,54
35626137,20190101,20190814,88,46
35626137,20190401,20190814,88,46
35626137,20190801,20190814,50,56
35626137,20191201,20190814,50,56
35626137,20190601,20190814,87,46
35626137,20191001,20190814,50,56
35626137,20190201,20190814,87,46
35626137,20191101,20190814,50,56
35626137,20190301,20190814,88,46
35626137,20190701,20190814,87,46
35626137,20190901,20190814,50,56
35626137,20190501,20190814,88,46
35628569,20190701,20190601,105,85
35628569,20190301,20190601,118,70
35628569,20191101,20190601,105,86
35628569,20190201,20190601,118,70
35628569,20190601,20190601,105,86
35628569,20191001,20190601,104,87
35628569,20190401,20190601,118,70
35628569,20190801,20190601,105,84
35628569,20191201,20190601,105,84
35628569,20190901,20190601,105,85
35628569,20190101,20190601,119,70
35628569,20190501,20190601,118,71
35629451,20190801,20190709,143,116
35629451,20190501,20190709,175,84
35629451,20190401,20190709,175,84
35629451,20191201,20190709,143,116
35629451,20190101,20190709,176,83
35629451,20190901,20190709,144,115
35629451,20190601,20190709,175,84
35629451,20191001,20190709,144,115
35629451,20190201,20190709,175,83
35629451,20190301,20190709,174,84
35629451,20190701,20190709,143,116
35629451,20191101,20190709,144,116
35631569,20191001,20190526,56,100
35631569,20190701,20190526,56,102
35631569,20191101,20190526,56,100
35631569,20190901,20190526,56,100
35631569,20190501,20190526,88,114
35631569,20190401,20190526,87,115
35631569,20190801,20190526,56,102
35631569,20191201,20190526,55,99
35631569,20190601,20190526,56,103
35632827,20190801,20190724,149,76
35632827,20190401,20190724,146,43
35632827,20190901,20190724,149,76
35632827,20191201,20190724,149,75
35632827,20190101,20190724,146,42
35632827,20190501,20190724,145,43
35632827,20191001,20190724,150,75
35632827,20190601,20190724,145,43
35632827,20190201,20190724,145,43
35632827,20191101,20190724,149,75
35632827,20190701,20190724,145,43
35632827,20190301,20190724,146,43
35639497,20190501,20190704,80,45
35639497,20190901,20190704,75,60
35639497,20190101,20190704,81,44
35639497,20191201,20190704,78,58
35639497,20190801,20190704,75,59
35639497,20190401,20190704,81,44
35639497,20191001,20190704,75,60
35639497,20190201,20190704,80,46
35639497,20190601,20190704,80,45
35639497,20191101,20190704,78,58
35639497,20190701,20190704,75,59
35639497,20190301,20190704,81,45
35651535,20191201,20190701,106,89
35651535,20190801,20190701,111,85
35651535,20190401,20190701,144,76
35651535,20190901,20190701,109,86
35651535,20190601,20190701,144,76
35651535,20191101,20190701,107,89
35651535,20190501,20190701,145,76
35651535,20190101,20190701,143,76
35651535,20190201,20190701,144,76
35651535,20190701,20190701,110,85
35651535,20191001,20190701,107,88
35651535,20190301,20190701,143,76
35661491,20191101,20190501,120,137
35661491,20190701,20190501,119,136
35661491,20190301,20190501,106,101
35661491,20190201,20190501,105,102
35661491,20190601,20190501,119,136
35661491,20191001,20190501,120,136
35661491,20191201,20190501,120,137
35661491,20190801,20190501,119,136
35661491,20190401,20190501,107,101
35661491,20190901,20190501,120,136
35661491,20190501,20190501,107,101
35661491,20190101,20190501,107,101
35675133,20190401,20190710,47,56
35675133,20190901,20190710,37,69
35675133,20190101,20190710,47,56
35675133,20190501,20190710,48,56
35675133,20191101,20190710,37,70
35675133,20190701,20190710,48,56
35675133,20190301,20190710,47,57
35675133,20191201,20190710,36,70
35675133,20190201,20190710,47,56
35675133,20191001,20190710,37,70
35675133,20190601,20190710,47,57
35675133,20190801,20190710,38,70
35688727,20190201,20190616,162,77
35688727,20191001,20190616,147,73
35688727,20190601,20190616,162,77
35688727,20190901,20190616,148,73
35688727,20190101,20190616,166,75
35688727,20190501,20190616,162,77
35688727,20190701,20190616,148,73
35688727,20190301,20190616,162,78
35688727,20190401,20190616,162,77
35688727,20191101,20190616,147,73
35688727,20191201,20190616,145,73
35688727,20190801,20190616,148,72
35689985,20190701,20190720,40,71
35689985,20190601,20190720,40,70
35689985,20190201,20190720,38,72
35689985,20191001,20190720,59,60
35689985,20190401,20190720,40,70
35689985,20191201,20190720,60,59
35689985,20190801,20190720,60,62
35689985,20191101,20190720,60,59
35689985,20190901,20190720,59,61
35689985,20190501,20190720,40,70
35689985,20190101,20190720,42,71
35689985,20190301,20190720,40,70
35693353,20190401,20190720,141,47
35693353,20190801,20190720,67,50
35693353,20190601,20190720,140,47
35693353,20191001,20190720,67,50
35693353,20191101,20190720,67,50
35693353,20190701,20190720,141,47
35693353,20190901,20190720,67,50
35693353,20190501,20190720,141,47
35693353,20191201,20190720,67,50
35693887,20191001,20190609,194,129
35693887,20190301,20190609,122,33
35693887,20190701,20190609,197,129
35693887,20191101,20190609,197,129
35693887,20190401,20190609,122,33
